Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
05-11-2015 14:49,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,"ARREST, BOOKED",1500 Block of MISSION ST,-122.4179754,37.77375094
05-11-2015 14:49,WARRANTS,ENROUTE TO ADULT AUTHORITY,Monday,SOUTHERN,"ARREST, BOOKED",1500 Block of MISSION ST,-122.4179754,37.77375094
05-11-2015 14:46,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,CENTRAL,NONE,200 Block of POST ST,-122.4060002,37.78854062
05-11-2015 14:44,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,MISSION,NONE,1000 Block of VALENCIA ST,-122.4209336,37.75570245
05-11-2015 14:33,NON-CRIMINAL,FIRE REPORT,Monday,TARAVAL,NONE,0 Block of MINERVA ST,-122.4548216,37.71568976
05-11-2015 14:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,NORTHERN,NONE,1500 Block of LAGUNA ST,-122.4280017,37.78538541
05-11-2015 14:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE,700 Block of MISSION ST,-122.4039713,37.78482831
05-11-2015 14:30,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,700 Block of MISSION ST,-122.4039713,37.78482831
05-11-2015 14:30,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,TARAVAL,NONE,400 Block of URBANO DR,-122.4701368,37.72462842
05-11-2015 14:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,10TH ST / BRYANT ST,-122.4097388,37.7703482
05-11-2015 14:21,SEX OFFENSES FORCIBLE,"CHILD ABUSE, PORNOGRAPHY",Monday,TENDERLOIN,NONE,500 Block of JONES ST,-122.4129991,37.78627746
05-11-2015 14:21,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,TENDERLOIN,NONE,500 Block of JONES ST,-122.4129991,37.78627746
05-11-2015 14:20,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,CENTRAL,NONE,STOCKTON ST / COLUMBUS AV,-122.409017,37.79948807
05-11-2015 14:20,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,CENTRAL,NONE,STOCKTON ST / COLUMBUS AV,-122.409017,37.79948807
05-11-2015 14:20,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,SOUTHERN,NONE,MISSION ST / 4TH ST,-122.4042702,37.78447885
05-11-2015 14:15,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,NORTHERN,NONE,500 Block of POLK ST,-122.4190171,37.78193603
05-11-2015 14:10,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, BOOKED",5TH ST / MARKET ST,-122.4080683,37.78399168
05-11-2015 14:09,NON-CRIMINAL,AIDED CASE,Monday,TARAVAL,NONE,1800 Block of VICENTE ST,-122.4856038,37.73882143
05-11-2015 14:09,SECONDARY CODES,JUVENILE INVOLVED,Monday,TARAVAL,NONE,1800 Block of VICENTE ST,-122.4856038,37.73882143
05-11-2015 14:03,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE,700 Block of MISSION ST,-122.40307,37.78526863
05-11-2015 14:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,INGLESIDE,"ARREST, BOOKED",0 Block of BLYTHDALE AV,-122.4176788,37.7107673
05-11-2015 14:00,MISSING PERSON,MISSING ADULT,Monday,PARK,NONE,2100 Block of GROVE ST,-122.451993,37.77408847
05-11-2015 14:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806
05-11-2015 14:00,NON-CRIMINAL,LOST PROPERTY,Monday,TARAVAL,NONE,2200 Block of 33RD AV,-122.4908167,37.7451725
05-11-2015 14:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,TENDERLOIN,NONE,GROVE ST / LARKIN ST,-122.4165835,37.77865915
05-11-2015 13:58,NON-CRIMINAL,LOST PROPERTY,Monday,NORTHERN,NONE,0 Block of HOLLIS ST,-122.4300758,37.78314259
05-11-2015 13:56,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Monday,INGLESIDE,NONE,600 Block of TERESITA BL,-122.4457196,37.73640215
05-11-2015 13:52,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, BOOKED",LOWELL ST / HANOVER ST,-122.4448406,37.70858328
05-11-2015 13:40,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED",NEWHALL ST / REVERE AV,-122.3939059,37.73378954
05-11-2015 13:36,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,CENTRAL,"ARREST, BOOKED",200 Block of KEARNY ST,-122.4038222,37.79007905
05-11-2015 13:30,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Monday,INGLESIDE,NONE,600 Block of PERALTA AV,-122.4088914,37.74178819
05-11-2015 13:30,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4105247,37.80744512
05-11-2015 13:30,ASSAULT,THREATS AGAINST LIFE,Monday,BAYVIEW,NONE,3RD ST / REVERE AV,-122.3915229,37.73243239
05-11-2015 13:30,ASSAULT,BATTERY,Monday,BAYVIEW,NONE,3RD ST / REVERE AV,-122.3915229,37.73243239
05-11-2015 13:29,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Monday,SOUTHERN,NONE,300 Block of 9TH ST,-122.410832,37.77321713
05-11-2015 13:25,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,RICHMOND,NONE,400 Block of 6TH AV,-122.4642799,37.7800333
05-11-2015 13:20,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.4072441,37.78656476
05-11-2015 13:17,OTHER OFFENSES,RESISTING ARREST,Monday,PARK,"ARREST, BOOKED",MARKET ST / 17TH ST,-122.4351877,37.76267028
05-11-2015 13:17,WARRANTS,ENROUTE TO ADULT AUTHORITY,Monday,PARK,"ARREST, BOOKED",MARKET ST / 17TH ST,-122.4351877,37.76267028
05-11-2015 13:17,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,PARK,"ARREST, BOOKED",MARKET ST / 17TH ST,-122.4351877,37.76267028
05-11-2015 13:10,ROBBERY,"ROBBERY, BODILY FORCE",Monday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.4136093,37.78469691
05-11-2015 13:07,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,900 Block of MASON ST,-122.4108456,37.79231587
05-11-2015 13:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Monday,INGLESIDE,NONE,600 Block of PERALTA AV,-122.4088914,37.74178819
05-11-2015 13:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,3600 Block of LYON ST,-122.4482784,37.80427189
05-11-2015 13:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,0 Block of PEACE PZ,-122.4296293,37.78489667
05-11-2015 13:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Monday,TARAVAL,NONE,2000 Block of 17TH AV,-122.4739402,37.74965704
05-11-2015 13:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Monday,BAYVIEW,NONE,0 Block of REUEL CT,-122.3828694,37.73664286
05-11-2015 12:50,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,SOUTHERN,NONE,800 Block of MARKET ST,-122.406521,37.78506294
05-11-2015 12:39,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,TARAVAL,NONE,800 Block of QUINTARA ST,-122.4744878,37.74866061
05-11-2015 12:30,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,1300 Block of STOCKTON ST,-122.4086469,37.79811713
05-11-2015 12:30,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,TENDERLOIN,NONE,300 Block of GOLDEN GATE AV,-122.416352,37.78160314
05-11-2015 12:30,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,CLAY ST / DRUMM ST,-122.3967737,37.79546641
05-11-2015 12:10,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,TARAVAL,NONE,HIGUERA AV / VIDAL DR,-122.4847802,37.71844893
05-11-2015 12:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,INGLESIDE,"ARREST, BOOKED",600 Block of PORTOLA DR,-122.4519044,37.74529934
05-11-2015 12:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,SOUTHERN,NONE,100 Block of 9TH ST,-122.4134733,37.77516335
05-11-2015 12:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,TARAVAL,NONE,2200 Block of LINCOLN WY,-122.4820814,37.76514732
05-11-2015 12:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,TARAVAL,NONE,0 Block of HARDING RD,-122.4977043,37.72473844
05-11-2015 12:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,0 Block of HARDING RD,-122.4977043,37.72473844
05-11-2015 12:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,PARK,"ARREST, BOOKED",200 Block of CLAYTON ST,-122.4493012,37.77303449
05-11-2015 12:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,PARK,"ARREST, BOOKED",200 Block of CLAYTON ST,-122.4493012,37.77303449
05-11-2015 12:00,MISSING PERSON,MISSING ADULT,Monday,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.3977444,37.72993469
05-11-2015 12:00,MISSING PERSON,FOUND PERSON,Monday,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.3977444,37.72993469
05-11-2015 12:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,BAYVIEW,NONE,2000 Block of 22ND ST,-122.4013545,37.75709746
05-11-2015 12:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,BAYVIEW,NONE,2000 Block of 22ND ST,-122.4013545,37.75709746
05-11-2015 12:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,TARAVAL,NONE,2900 Block of 26TH AV,-122.4820125,37.73340397
05-11-2015 12:00,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Monday,PARK,"ARREST, BOOKED",200 Block of CLAYTON ST,-122.4493012,37.77303449
05-11-2015 12:00,PROSTITUTION,HUMAN TRAFFICKING,Monday,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.3977444,37.72993469
05-11-2015 12:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TENDERLOIN,NONE,HYDE ST / GOLDEN GATE AV,-122.4155082,37.78165428
05-11-2015 12:00,NON-CRIMINAL,FOUND PROPERTY,Monday,NORTHERN,NONE,FULTON ST / FILLMORE ST,-122.4315786,37.77770022
05-11-2015 12:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,NORTHERN,NONE,GREENWICH ST / PIERCE ST,-122.4391584,37.79853205
05-11-2015 12:00,VEHICLE THEFT,STOLEN TRUCK,Monday,NORTHERN,NONE,GREENWICH ST / PIERCE ST,-122.4391584,37.79853205
05-11-2015 12:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,NORTHERN,NONE,HERMANN ST / STEINER ST,-122.4317184,37.77003401
05-11-2015 12:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,GROVE ST / ASHBURY ST,-122.4478791,37.77466586
05-11-2015 11:59,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Monday,BAYVIEW,NONE,1400 Block of RHODEISLAND ST,-122.4013659,37.75130744
05-11-2015 11:57,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.4117783,37.78398056
05-11-2015 11:52,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,RICHMOND,NONE,300 Block of 6TH AV,-122.4644198,37.7819577
05-11-2015 11:45,RUNAWAY,RUNAWAY,Monday,RICHMOND,NONE,800 Block of EUCLID AV,-122.4584907,37.78379515
05-11-2015 11:45,MISSING PERSON,FOUND PERSON,Monday,RICHMOND,NONE,800 Block of EUCLID AV,-122.4584907,37.78379515
05-11-2015 11:45,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,BAYVIEW,NONE,700 Block of INNES AV,-122.3729261,37.73045996
05-11-2015 11:40,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,NORTHERN,NONE,1500 Block of BEACH ST,-122.4345615,37.80480116
05-11-2015 11:40,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,MISSION,"ARREST, BOOKED",26TH ST / TREAT AV,-122.4126901,37.74936883
05-11-2015 11:30,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.4586802,37.74815547
05-11-2015 11:20,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of FOLSOM ST,-122.4098458,37.77524071
05-11-2015 11:20,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of FOLSOM ST,-122.4098458,37.77524071
05-11-2015 11:20,WARRANTS,WARRANT ARREST,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of FOLSOM ST,-122.4098458,37.77524071
05-11-2015 11:10,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,PSYCHOPATHIC CASE,1200 Block of MARKET ST,-122.4154442,37.77802457
05-11-2015 11:10,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
05-11-2015 11:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,PARK,NONE,400 Block of ROOSEVELT WY,-122.4430314,37.76411289
05-11-2015 11:00,MISSING PERSON,MISSING ADULT,Monday,SOUTHERN,UNFOUNDED,0 Block of DORE ST,-122.413046,37.77386178
05-11-2015 11:00,MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,UNFOUNDED,0 Block of DORE ST,-122.413046,37.77386178
05-11-2015 11:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Monday,MISSION,NONE,400 Block of DOLORES ST,-122.4263414,37.76257931
05-11-2015 11:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,MISSION,NONE,400 Block of DOLORES ST,-122.4263414,37.76257931
05-11-2015 11:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,RICHMOND,NONE,3200 Block of BALBOA ST,-122.4935882,37.77594071
05-11-2015 11:00,MISSING PERSON,MISSING JUVENILE,Monday,INGLESIDE,NONE,200 Block of CAYUGA AV,-122.4334219,37.73038971
05-11-2015 11:00,MISSING PERSON,FOUND PERSON,Monday,INGLESIDE,NONE,200 Block of CAYUGA AV,-122.4334219,37.73038971
05-11-2015 11:00,LARCENY/THEFT,THEFT OF CHECKS OR CREDIT CARDS,Monday,SOUTHERN,NONE,0 Block of HOWARD ST,-122.3921341,37.79169725
05-11-2015 11:00,OTHER OFFENSES,FALSE PERSONATION,Monday,MISSION,NONE,400 Block of DOLORES ST,-122.4263414,37.76257931
05-11-2015 11:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,NORTHPOINT ST / MASON ST,-122.4137895,37.80655265
05-11-2015 11:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,NORTHERN,NONE,VANNESS AV / TURK ST,-122.4206419,37.78196082
05-11-2015 10:47,WARRANTS,WARRANT ARREST,Monday,TARAVAL,"ARREST, BOOKED",300 Block of RANDOLPH ST,-122.4657572,37.71422854
05-11-2015 10:47,WARRANTS,PROBATION SEARCH,Monday,TARAVAL,"ARREST, BOOKED",300 Block of RANDOLPH ST,-122.4657572,37.71422854
05-11-2015 10:45,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071
05-11-2015 10:40,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TENDERLOIN,"ARREST, BOOKED",POWELL ST / OFARRELL ST,-122.4080405,37.7864094
05-11-2015 10:33,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,INGLESIDE,"ARREST, BOOKED",MISSION ST / ROLPH ST,-122.441553,37.71575489
05-11-2015 10:30,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,RICHMOND,NONE,400 Block of 6TH AV,-122.4642799,37.7800333
05-11-2015 10:30,NON-CRIMINAL,AIDED CASE,Monday,MISSION,NONE,16TH ST / MISSION ST,-122.4196718,37.76505012
05-11-2015 10:27,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,SOUTHERN,"ARREST, BOOKED",1200 Block of MISSION ST,-122.4135835,37.77704362
05-11-2015 10:15,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,NORTHERN,PSYCHOPATHIC CASE,1500 Block of PACIFIC AV,-122.420786,37.79518472
05-11-2015 10:12,WEAPON LAWS,"AMMUNITION, POSS. BY PROHIBITED PERSON",Monday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
05-11-2015 10:04,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,INGLESIDE,NONE,0 Block of ADDISON ST,-122.4323983,37.73782181
05-11-2015 10:03,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,500 Block of BATTERY ST,-122.4005171,37.7963439
05-11-2015 10:00,NON-CRIMINAL,FOUND PROPERTY,Monday,CENTRAL,NONE,2500 Block of MASON ST,-122.4138143,37.80703621
05-11-2015 10:00,NON-CRIMINAL,FOUND PROPERTY,Monday,RICHMOND,NONE,5600 Block of GEARY BL,-122.4799127,37.78018135
05-11-2015 10:00,ASSAULT,BATTERY,Monday,INGLESIDE,"ARREST, BOOKED",MISSION ST / SILVER AV,-122.431295,37.72872979
05-11-2015 10:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,PARK,NONE,OAK ST / ASHBURY ST,-122.4473145,37.77187606
05-11-2015 10:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,RICHMOND,NONE,FULTON ST / 6TH AV,-122.4637499,37.77362241
05-11-2015 09:53,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,MISSION,NONE,400 Block of VALENCIA ST,-122.4219351,37.76613439
05-11-2015 09:45,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,SOUTHERN,NONE,500 Block of 9TH ST,-122.4077021,37.77069679
05-11-2015 09:42,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,NORTHERN,NONE,100 Block of OAK ST,-122.4218064,37.77518073
05-11-2015 09:42,TRESPASS,TRESPASSING,Monday,NORTHERN,NONE,100 Block of OAK ST,-122.4218064,37.77518073
05-11-2015 09:41,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,TENDERLOIN,NONE,500 Block of JONES ST,-122.4129991,37.78627746
05-11-2015 09:35,ASSAULT,ASSAULT,Monday,NORTHERN,"ARREST, BOOKED",0 Block of MARINA BL,-122.4329516,37.80505202
05-11-2015 09:35,TRESPASS,TRESPASSING,Monday,NORTHERN,"ARREST, BOOKED",0 Block of MARINA BL,-122.4329516,37.80505202
05-11-2015 09:30,NON-CRIMINAL,LOST PROPERTY,Monday,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.4002726,37.78717897
05-11-2015 09:23,NON-CRIMINAL,AIDED CASE,Monday,TENDERLOIN,UNFOUNDED,500 Block of JONES ST,-122.4131357,37.7862599
05-11-2015 09:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Monday,RICHMOND,NONE,800 Block of 35TH AV,-122.495039,37.77299275
05-11-2015 09:00,VEHICLE THEFT,STOLEN TRUCK,Monday,BAYVIEW,NONE,300 Block of SALINAS AV,-122.3994552,37.72146465
05-11-2015 09:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,CENTRAL,NONE,800 Block of LEAVENWORTH ST,-122.4153487,37.78885421
05-11-2015 09:00,NON-CRIMINAL,LOST PROPERTY,Monday,NORTHERN,NONE,1100 Block of POST ST,-122.4207757,37.78677548
05-11-2015 09:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,NORTHERN,NONE,2300 Block of LOMBARD ST,-122.4401987,37.79943523
05-11-2015 08:52,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,INGLESIDE,"ARREST, BOOKED",MISSION ST / GENEVA AV,-122.4410181,37.71645868
05-11-2015 08:49,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, BOOKED",500 Block of MONTEREY BL,-122.4469361,37.73165057
05-11-2015 08:47,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, BOOKED",SAN JOSE AV / SAINT MARYS AV,-122.4285386,37.73499402
05-11-2015 08:45,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,INGLESIDE,NONE,300 Block of JUANITA WY,-122.4596484,37.73919894
05-11-2015 08:45,VEHICLE THEFT,STOLEN TRUCK,Monday,INGLESIDE,NONE,300 Block of JUANITA WY,-122.4596484,37.73919894
05-11-2015 08:40,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,CENTRAL,NONE,200 Block of SACRAMENTO ST,-122.3983835,37.79430355
05-11-2015 08:40,TRESPASS,TRESPASSING,Monday,CENTRAL,NONE,200 Block of SACRAMENTO ST,-122.3983835,37.79430355
05-11-2015 08:40,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,MISSION,NONE,2400 Block of MISSION ST,-122.4190253,37.75761347
05-11-2015 08:40,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,MISSION,NONE,2400 Block of MISSION ST,-122.4190253,37.75761347
05-11-2015 08:30,NON-CRIMINAL,COURTESY REPORT,Monday,MISSION,UNFOUNDED,1000 Block of POTRERO AV,-122.4065391,37.75648641
05-11-2015 08:30,SEX OFFENSES FORCIBLE,ASSAULT TO RAPE WITH BODILY FORCE,Monday,MISSION,UNFOUNDED,1000 Block of POTRERO AV,-122.4065391,37.75648641
05-11-2015 08:30,MISSING PERSON,MISSING JUVENILE,Monday,TARAVAL,NONE,300 Block of STRATFORD DR,-122.4732937,37.71935378
05-11-2015 08:30,MISSING PERSON,FOUND PERSON,Monday,TARAVAL,NONE,300 Block of STRATFORD DR,-122.4732937,37.71935378
05-11-2015 08:30,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Monday,MISSION,NONE,3200 Block of 22ND ST,-122.4193083,37.75545608
05-11-2015 08:30,NON-CRIMINAL,CASE CLOSURE,Monday,MISSION,UNFOUNDED,1000 Block of POTRERO AV,-122.4065391,37.75648641
05-11-2015 08:30,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / PAUL AV,-122.4007846,37.72361678
05-11-2015 08:15,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE,700 Block of NATOMA ST,-122.4129044,37.77599818
05-11-2015 08:15,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Monday,RICHMOND,NONE,FULTON ST / 14TH AV,-122.4722981,37.77311436
05-11-2015 08:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
05-11-2015 08:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,MISSION,NONE,100 Block of LIBERTY ST,-122.4245977,37.75755077
05-11-2015 08:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,PARK,NONE,1600 Block of GROVE ST,-122.4437959,37.77524304
05-11-2015 08:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,700 Block of NATOMA ST,-122.4129044,37.77599818
05-11-2015 08:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,TARAVAL,NONE,1200 Block of 8TH AV,-122.4653786,37.76500573
05-11-2015 07:46,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,MISSION,EXCEPTIONAL CLEARANCE,26TH ST / MISSION ST,-122.4181373,37.74904131
05-11-2015 07:44,ASSAULT,ATTEMPTED HOMICIDE WITH BODILY FORCE,Monday,MISSION,"ARREST, BOOKED",100 Block of CAPP ST,-122.4185499,37.76428371
05-11-2015 07:30,KIDNAPPING,FALSE IMPRISONMENT,Monday,NORTHERN,NONE,1200 Block of SUTTER ST,-122.4209419,37.78759616
05-11-2015 07:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,1900 Block of NEWCOMB AV,-122.3963759,37.73889936
05-11-2015 07:30,ROBBERY,"SHOPLIFTING, FORCE AGAINST AGENT",Monday,NORTHERN,NONE,1200 Block of SUTTER ST,-122.4209419,37.78759616
05-11-2015 07:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,9TH AV / MORAGA ST,-122.4657906,37.75658204
05-11-2015 07:03,ROBBERY,"ROBBERY, BODILY FORCE",Monday,MISSION,NONE,24TH ST / POTRERO AV,-122.4063384,37.75300429
05-11-2015 07:01,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Monday,NORTHERN,NONE,1300 Block of STEINER ST,-122.4341376,37.78168509
05-11-2015 07:00,SEX OFFENSES FORCIBLE,"CHILD ABUSE, PORNOGRAPHY",Monday,SOUTHERN,NONE,1000 Block of HOWARD ST,-122.4074968,37.77954963
05-11-2015 07:00,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,SOUTHERN,NONE,1000 Block of HOWARD ST,-122.4074968,37.77954963
05-11-2015 06:57,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,BAYVIEW,NONE,1000 Block of REVERE AV,-122.3798619,37.72588882
05-11-2015 06:57,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,1000 Block of REVERE AV,-122.3798619,37.72588882
05-11-2015 06:50,NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE,200 Block of FRONT ST,-122.3987654,37.79362356
